日付,製品コード,製品,販売数,単価,売上金額,曜日,月,年
2022-07-21,P001,製品A,130,1000,130000,木,7,2022
2022-07-21,P002,製品B,186,1500,279000,木,7,2022
2022-07-21,P003,製品C,287,2000,574000,木,7,2022
2022-07-21,P004,製品D,295,2500,737500,木,7,2022
2022-07-21,P005,製品E,354,3000,1062000,木,7,2022
2022-07-22,P001,製品A,123,1000,123000,金,7,2022
2022-07-22,P002,製品B,190,1500,285000,金,7,2022
2022-07-22,P003,製品C,288,2000,576000,金,7,2022
2022-07-22,P004,製品D,281,2500,702500,金,7,2022
2022-07-22,P005,製品E,342,3000,1026000,金,7,2022
2022-07-23,P001,製品A,86,1000,86000,土,7,2022
2022-07-23,P002,製品B,153,1500,229500,土,7,2022
2022-07-23,P003,製品C,206,2000,412000,土,7,2022
2022-07-23,P004,製品D,224,2500,560000,土,7,2022
2022-07-23,P005,製品E,263,3000,789000,土,7,2022
2022-07-24,P001,製品A,65,1000,65000,日,7,2022
2022-07-24,P002,製品B,87,1500,130500,日,7,2022
2022-07-24,P003,製品C,128,2000,256000,日,7,2022
2022-07-24,P004,製品D,150,2500,375000,日,7,2022
2022-07-24,P005,製品E,178,3000,534000,日,7,2022
2022-07-25,P001,製品A,118,1000,118000,月,7,2022
2022-07-25,P002,製品B,195,1500,292500,月,7,2022
2022-07-25,P003,製品C,228,2000,456000,月,7,2022
2022-07-25,P004,製品D,362,2500,905000,月,7,2022
2022-07-25,P005,製品E,418,3000,1254000,月,7,2022
2022-07-26,P001,製品A,147,1000,147000,火,7,2022
2022-07-26,P002,製品B,213,1500,319500,火,7,2022
2022-07-26,P003,製品C,259,2000,518000,火,7,2022
2022-07-26,P004,製品D,361,2500,902500,火,7,2022
2022-07-26,P005,製品E,361,3000,1083000,火,7,2022
2022-07-27,P001,製品A,146,1000,146000,水,7,2022
2022-07-27,P002,製品B,172,1500,258000,水,7,2022
2022-07-27,P003,製品C,273,2000,546000,水,7,2022
2022-07-27,P004,製品D,370,2500,925000,水,7,2022
2022-07-27,P005,製品E,336,3000,1008000,水,7,2022
2022-07-28,P001,製品A,124,1000,124000,木,7,2022
2022-07-28,P002,製品B,186,1500,279000,木,7,2022
2022-07-28,P003,製品C,278,2000,556000,木,7,2022
2022-07-28,P004,製品D,290,2500,725000,木,7,2022
2022-07-28,P005,製品E,406,3000,1218000,木,7,2022
2022-07-29,P001,製品A,135,1000,135000,金,7,2022
2022-07-29,P002,製品B,175,1500,262500,金,7,2022
2022-07-29,P003,製品C,297,2000,594000,金,7,2022
2022-07-29,P004,製品D,372,2500,930000,金,7,2022
2022-07-29,P005,製品E,364,3000,1092000,金,7,2022
2022-07-30,P001,製品A,78,1000,78000,土,7,2022
2022-07-30,P002,製品B,144,1500,216000,土,7,2022
2022-07-30,P003,製品C,202,2000,404000,土,7,2022
2022-07-30,P004,製品D,220,2500,550000,土,7,2022
2022-07-30,P005,製品E,288,3000,864000,土,7,2022
2022-07-31,P001,製品A,72,1000,72000,日,7,2022
2022-07-31,P002,製品B,90,1500,135000,日,7,2022
2022-07-31,P003,製品C,135,2000,270000,日,7,2022
2022-07-31,P004,製品D,171,2500,427500,日,7,2022
2022-07-31,P005,製品E,223,3000,669000,日,7,2022
2022-08-01,P001,製品A,108,1000,108000,月,8,2022
2022-08-01,P002,製品B,196,1500,294000,月,8,2022
2022-08-01,P003,製品C,235,2000,470000,月,8,2022
2022-08-01,P004,製品D,330,2500,825000,月,8,2022
2022-08-01,P005,製品E,346,3000,1038000,月,8,2022
2022-08-02,P001,製品A,114,1000,114000,火,8,2022
2022-08-02,P002,製品B,194,1500,291000,火,8,2022
2022-08-02,P003,製品C,226,2000,452000,火,8,2022
2022-08-02,P004,製品D,322,2500,805000,火,8,2022
2022-08-02,P005,製品E,338,3000,1014000,火,8,2022
2022-08-03,P001,製品A,123,1000,123000,水,8,2022
2022-08-03,P002,製品B,158,1500,237000,水,8,2022
2022-08-03,P003,製品C,227,2000,454000,水,8,2022
2022-08-03,P004,製品D,269,2500,672500,水,8,2022
2022-08-03,P005,製品E,359,3000,1077000,水,8,2022
2022-08-04,P001,製品A,119,1000,119000,木,8,2022
2022-08-04,P002,製品B,200,1500,300000,木,8,2022
2022-08-04,P003,製品C,253,2000,506000,木,8,2022
2022-08-04,P004,製品D,294,2500,735000,木,8,2022
2022-08-04,P005,製品E,353,3000,1059000,木,8,2022
2022-08-05,P001,製品A,109,1000,109000,金,8,2022
2022-08-05,P002,製品B,191,1500,286500,金,8,2022
2022-08-05,P003,製品C,240,2000,480000,金,8,2022
2022-08-05,P004,製品D,288,2500,720000,金,8,2022
2022-08-05,P005,製品E,366,3000,1098000,金,8,2022
2022-08-06,P001,製品A,79,1000,79000,土,8,2022
2022-08-06,P002,製品B,119,1500,178500,土,8,2022
2022-08-06,P003,製品C,189,2000,378000,土,8,2022
2022-08-06,P004,製品D,217,2500,542500,土,8,2022
2022-08-06,P005,製品E,272,3000,816000,土,8,2022
2022-08-07,P001,製品A,65,1000,65000,日,8,2022
2022-08-07,P002,製品B,82,1500,123000,日,8,2022
2022-08-07,P003,製品C,117,2000,234000,日,8,2022
2022-08-07,P004,製品D,168,2500,420000,日,8,2022
2022-08-07,P005,製品E,176,3000,528000,日,8,2022
2022-08-08,P001,製品A,112,1000,112000,月,8,2022
2022-08-08,P002,製品B,169,1500,253500,月,8,2022
2022-08-08,P003,製品C,202,2000,404000,月,8,2022
2022-08-08,P004,製品D,273,2500,682500,月,8,2022
2022-08-08,P005,製品E,312,3000,936000,月,8,2022
2022-08-09,P001,製品A,115,1000,115000,火,8,2022
2022-08-09,P002,製品B,187,1500,280500,火,8,2022
2022-08-09,P003,製品C,244,2000,488000,火,8,2022
2022-08-09,P004,製品D,329,2500,822500,火,8,2022
2022-08-09,P005,製品E,326,3000,978000,火,8,2022
2022-08-10,P001,製品A,136,1000,136000,水,8,2022
2022-08-10,P002,製品B,154,1500,231000,水,8,2022
2022-08-10,P003,製品C,241,2000,482000,水,8,2022
2022-08-10,P004,製品D,283,2500,707500,水,8,2022
2022-08-10,P005,製品E,382,3000,1146000,水,8,2022
2022-08-11,P001,製品A,130,1000,130000,木,8,2022
2022-08-11,P002,製品B,198,1500,297000,木,8,2022
2022-08-11,P003,製品C,210,2000,420000,木,8,2022
2022-08-11,P004,製品D,285,2500,712500,木,8,2022
2022-08-11,P005,製品E,357,3000,1071000,木,8,2022
2022-08-12,P001,製品A,129,1000,129000,金,8,2022
2022-08-12,P002,製品B,188,1500,282000,金,8,2022
2022-08-12,P003,製品C,265,2000,530000,金,8,2022
2022-08-12,P004,製品D,261,2500,652500,金,8,2022
2022-08-12,P005,製品E,395,3000,1185000,金,8,2022
2022-08-13,P001,製品A,87,1000,87000,土,8,2022
2022-08-13,P002,製品B,135,1500,202500,土,8,2022
2022-08-13,P003,製品C,170,2000,340000,土,8,2022
2022-08-13,P004,製品D,194,2500,485000,土,8,2022
2022-08-13,P005,製品E,239,3000,717000,土,8,2022
2022-08-14,P001,製品A,52,1000,52000,日,8,2022
2022-08-14,P002,製品B,96,1500,144000,日,8,2022
2022-08-14,P003,製品C,108,2000,216000,日,8,2022
2022-08-14,P004,製品D,135,2500,337500,日,8,2022
2022-08-14,P005,製品E,182,3000,546000,日,8,2022
2022-08-15,P001,製品A,120,1000,120000,月,8,2022
2022-08-15,P002,製品B,204,1500,306000,月,8,2022
2022-08-15,P003,製品C,202,2000,404000,月,8,2022
2022-08-15,P004,製品D,319,2500,797500,月,8,2022
2022-08-15,P005,製品E,360,3000,1080000,月,8,2022
2022-08-16,P001,製品A,110,1000,110000,火,8,2022
2022-08-16,P002,製品B,188,1500,282000,火,8,2022
2022-08-16,P003,製品C,213,2000,426000,火,8,2022
2022-08-16,P004,製品D,268,2500,670000,火,8,2022
2022-08-16,P005,製品E,345,3000,1035000,火,8,2022
2022-08-17,P001,製品A,114,1000,114000,水,8,2022
2022-08-17,P002,製品B,175,1500,262500,水,8,2022
2022-08-17,P003,製品C,244,2000,488000,水,8,2022
2022-08-17,P004,製品D,293,2500,732500,水,8,2022
2022-08-17,P005,製品E,319,3000,957000,水,8,2022
2022-08-18,P001,製品A,109,1000,109000,木,8,2022
2022-08-18,P002,製品B,160,1500,240000,木,8,2022
2022-08-18,P003,製品C,221,2000,442000,木,8,2022
2022-08-18,P004,製品D,325,2500,812500,木,8,2022
2022-08-18,P005,製品E,362,3000,1086000,木,8,2022
2022-08-19,P001,製品A,130,1000,130000,金,8,2022
2022-08-19,P002,製品B,155,1500,232500,金,8,2022
2022-08-19,P003,製品C,209,2000,418000,金,8,2022
2022-08-19,P004,製品D,296,2500,740000,金,8,2022
2022-08-19,P005,製品E,341,3000,1023000,金,8,2022
2022-08-20,P001,製品A,85,1000,85000,土,8,2022
2022-08-20,P002,製品B,125,1500,187500,土,8,2022
2022-08-20,P003,製品C,180,2000,360000,土,8,2022
2022-08-20,P004,製品D,222,2500,555000,土,8,2022
2022-08-20,P005,製品E,245,3000,735000,土,8,2022
2022-08-21,P001,製品A,57,1000,57000,日,8,2022
2022-08-21,P002,製品B,76,1500,114000,日,8,2022
2022-08-21,P003,製品C,112,2000,224000,日,8,2022
2022-08-21,P004,製品D,143,2500,357500,日,8,2022
2022-08-21,P005,製品E,174,3000,522000,日,8,2022
2022-08-22,P001,製品A,115,1000,115000,月,8,2022
2022-08-22,P002,製品B,200,1500,300000,月,8,2022
2022-08-22,P003,製品C,226,2000,452000,月,8,2022
2022-08-22,P004,製品D,320,2500,800000,月,8,2022
2022-08-22,P005,製品E,323,3000,969000,月,8,2022
2022-08-23,P001,製品A,121,1000,121000,火,8,2022
2022-08-23,P002,製品B,201,1500,301500,火,8,2022
2022-08-23,P003,製品C,204,2000,408000,火,8,2022
2022-08-23,P004,製品D,284,2500,710000,火,8,2022
2022-08-23,P005,製品E,351,3000,1053000,火,8,2022
2022-08-24,P001,製品A,104,1000,104000,水,8,2022
2022-08-24,P002,製品B,164,1500,246000,水,8,2022
2022-08-24,P003,製品C,247,2000,494000,水,8,2022
2022-08-24,P004,製品D,276,2500,690000,水,8,2022
2022-08-24,P005,製品E,311,3000,933000,水,8,2022
2022-08-25,P001,製品A,112,1000,112000,木,8,2022
2022-08-25,P002,製品B,161,1500,241500,木,8,2022
2022-08-25,P003,製品C,258,2000,516000,木,8,2022
2022-08-25,P004,製品D,324,2500,810000,木,8,2022
2022-08-25,P005,製品E,398,3000,1194000,木,8,2022
2022-08-26,P001,製品A,130,1000,130000,金,8,2022
2022-08-26,P002,製品B,192,1500,288000,金,8,2022
2022-08-26,P003,製品C,221,2000,442000,金,8,2022
2022-08-26,P004,製品D,319,2500,797500,金,8,2022
2022-08-26,P005,製品E,402,3000,1206000,金,8,2022
2022-08-27,P001,製品A,74,1000,74000,土,8,2022
2022-08-27,P002,製品B,124,1500,186000,土,8,2022
2022-08-27,P003,製品C,182,2000,364000,土,8,2022
2022-08-27,P004,製品D,209,2500,522500,土,8,2022
2022-08-27,P005,製品E,284,3000,852000,土,8,2022
2022-08-28,P001,製品A,65,1000,65000,日,8,2022
2022-08-28,P002,製品B,94,1500,141000,日,8,2022
2022-08-28,P003,製品C,113,2000,226000,日,8,2022
2022-08-28,P004,製品D,145,2500,362500,日,8,2022
2022-08-28,P005,製品E,175,3000,525000,日,8,2022
2022-08-29,P001,製品A,126,1000,126000,月,8,2022
2022-08-29,P002,製品B,162,1500,243000,月,8,2022
2022-08-29,P003,製品C,240,2000,480000,月,8,2022
2022-08-29,P004,製品D,338,2500,845000,月,8,2022
2022-08-29,P005,製品E,392,3000,1176000,月,8,2022
2022-08-30,P001,製品A,123,1000,123000,火,8,2022
2022-08-30,P002,製品B,192,1500,288000,火,8,2022
2022-08-30,P003,製品C,244,2000,488000,火,8,2022
2022-08-30,P004,製品D,326,2500,815000,火,8,2022
2022-08-30,P005,製品E,305,3000,915000,火,8,2022
2022-08-31,P001,製品A,120,1000,120000,水,8,2022
2022-08-31,P002,製品B,191,1500,286500,水,8,2022
2022-08-31,P003,製品C,233,2000,466000,水,8,2022
2022-08-31,P004,製品D,257,2500,642500,水,8,2022
2022-08-31,P005,製品E,378,3000,1134000,水,8,2022
2022-09-01,P001,製品A,116,1000,116000,木,9,2022
2022-09-01,P002,製品B,148,1500,222000,木,9,2022
2022-09-01,P003,製品C,213,2000,426000,木,9,2022
2022-09-01,P004,製品D,291,2500,727500,木,9,2022
2022-09-01,P005,製品E,344,3000,1032000,木,9,2022
2022-09-02,P001,製品A,90,1000,90000,金,9,2022
2022-09-02,P002,製品B,177,1500,265500,金,9,2022
2022-09-02,P003,製品C,179,2000,358000,金,9,2022
2022-09-02,P004,製品D,251,2500,627500,金,9,2022
2022-09-02,P005,製品E,353,3000,1059000,金,9,2022
2022-09-03,P001,製品A,78,1000,78000,土,9,2022
2022-09-03,P002,製品B,108,1500,162000,土,9,2022
2022-09-03,P003,製品C,144,2000,288000,土,9,2022
2022-09-03,P004,製品D,181,2500,452500,土,9,2022
2022-09-03,P005,製品E,204,3000,612000,土,9,2022
2022-09-04,P001,製品A,55,1000,55000,日,9,2022
2022-09-04,P002,製品B,73,1500,109500,日,9,2022
2022-09-04,P003,製品C,88,2000,176000,日,9,2022
2022-09-04,P004,製品D,121,2500,302500,日,9,2022
2022-09-04,P005,製品E,164,3000,492000,日,9,2022
2022-09-05,P001,製品A,117,1000,117000,月,9,2022
2022-09-05,P002,製品B,175,1500,262500,月,9,2022
2022-09-05,P003,製品C,227,2000,454000,月,9,2022
2022-09-05,P004,製品D,247,2500,617500,月,9,2022
2022-09-05,P005,製品E,270,3000,810000,月,9,2022
2022-09-06,P001,製品A,112,1000,112000,火,9,2022
2022-09-06,P002,製品B,157,1500,235500,火,9,2022
2022-09-06,P003,製品C,181,2000,362000,火,9,2022
2022-09-06,P004,製品D,228,2500,570000,火,9,2022
2022-09-06,P005,製品E,303,3000,909000,火,9,2022
2022-09-07,P001,製品A,90,1000,90000,水,9,2022
2022-09-07,P002,製品B,155,1500,232500,水,9,2022
2022-09-07,P003,製品C,182,2000,364000,水,9,2022
2022-09-07,P004,製品D,256,2500,640000,水,9,2022
2022-09-07,P005,製品E,294,3000,882000,水,9,2022
2022-09-08,P001,製品A,90,1000,90000,木,9,2022
2022-09-08,P002,製品B,172,1500,258000,木,9,2022
2022-09-08,P003,製品C,194,2000,388000,木,9,2022
2022-09-08,P004,製品D,284,2500,710000,木,9,2022
2022-09-08,P005,製品E,321,3000,963000,木,9,2022
2022-09-09,P001,製品A,96,1000,96000,金,9,2022
2022-09-09,P002,製品B,171,1500,256500,金,9,2022
2022-09-09,P003,製品C,194,2000,388000,金,9,2022
2022-09-09,P004,製品D,250,2500,625000,金,9,2022
2022-09-09,P005,製品E,354,3000,1062000,金,9,2022
2022-09-10,P001,製品A,63,1000,63000,土,9,2022
2022-09-10,P002,製品B,95,1500,142500,土,9,2022
2022-09-10,P003,製品C,152,2000,304000,土,9,2022
2022-09-10,P004,製品D,167,2500,417500,土,9,2022
2022-09-10,P005,製品E,238,3000,714000,土,9,2022
2022-09-11,P001,製品A,52,1000,52000,日,9,2022
2022-09-11,P002,製品B,66,1500,99000,日,9,2022
2022-09-11,P003,製品C,112,2000,224000,日,9,2022
2022-09-11,P004,製品D,128,2500,320000,日,9,2022
2022-09-11,P005,製品E,165,3000,495000,日,9,2022
2022-09-12,P001,製品A,93,1000,93000,月,9,2022
2022-09-12,P002,製品B,154,1500,231000,月,9,2022
2022-09-12,P003,製品C,178,2000,356000,月,9,2022
2022-09-12,P004,製品D,223,2500,557500,月,9,2022
2022-09-12,P005,製品E,286,3000,858000,月,9,2022
2022-09-13,P001,製品A,117,1000,117000,火,9,2022
2022-09-13,P002,製品B,152,1500,228000,火,9,2022
2022-09-13,P003,製品C,177,2000,354000,火,9,2022
2022-09-13,P004,製品D,292,2500,730000,火,9,2022
2022-09-13,P005,製品E,270,3000,810000,火,9,2022
2022-09-14,P001,製品A,117,1000,117000,水,9,2022
2022-09-14,P002,製品B,137,1500,205500,水,9,2022
2022-09-14,P003,製品C,182,2000,364000,水,9,2022
2022-09-14,P004,製品D,272,2500,680000,水,9,2022
2022-09-14,P005,製品E,270,3000,810000,水,9,2022
2022-09-15,P001,製品A,101,1000,101000,木,9,2022
2022-09-15,P002,製品B,165,1500,247500,木,9,2022
2022-09-15,P003,製品C,221,2000,442000,木,9,2022
2022-09-15,P004,製品D,234,2500,585000,木,9,2022
2022-09-15,P005,製品E,305,3000,915000,木,9,2022
2022-09-16,P001,製品A,109,1000,109000,金,9,2022
2022-09-16,P002,製品B,161,1500,241500,金,9,2022
2022-09-16,P003,製品C,192,2000,384000,金,9,2022
2022-09-16,P004,製品D,277,2500,692500,金,9,2022
2022-09-16,P005,製品E,268,3000,804000,金,9,2022
2022-09-17,P001,製品A,65,1000,65000,土,9,2022
2022-09-17,P002,製品B,112,1500,168000,土,9,2022
2022-09-17,P003,製品C,153,2000,306000,土,9,2022
2022-09-17,P004,製品D,188,2500,470000,土,9,2022
2022-09-17,P005,製品E,205,3000,615000,土,9,2022
2022-09-18,P001,製品A,58,1000,58000,日,9,2022
2022-09-18,P002,製品B,83,1500,124500,日,9,2022
2022-09-18,P003,製品C,116,2000,232000,日,9,2022
2022-09-18,P004,製品D,146,2500,365000,日,9,2022
2022-09-18,P005,製品E,174,3000,522000,日,9,2022
2022-09-19,P001,製品A,105,1000,105000,月,9,2022
2022-09-19,P002,製品B,138,1500,207000,月,9,2022
2022-09-19,P003,製品C,177,2000,354000,月,9,2022
2022-09-19,P004,製品D,253,2500,632500,月,9,2022
2022-09-19,P005,製品E,306,3000,918000,月,9,2022
2022-09-20,P001,製品A,110,1000,110000,火,9,2022
2022-09-20,P002,製品B,162,1500,243000,火,9,2022
2022-09-20,P003,製品C,232,2000,464000,火,9,2022
2022-09-20,P004,製品D,223,2500,557500,火,9,2022
2022-09-20,P005,製品E,357,3000,1071000,火,9,2022
2022-09-21,P001,製品A,103,1000,103000,水,9,2022
2022-09-21,P002,製品B,153,1500,229500,水,9,2022
2022-09-21,P003,製品C,190,2000,380000,水,9,2022
2022-09-21,P004,製品D,294,2500,735000,水,9,2022
2022-09-21,P005,製品E,302,3000,906000,水,9,2022
2022-09-22,P001,製品A,107,1000,107000,木,9,2022
2022-09-22,P002,製品B,150,1500,225000,木,9,2022
2022-09-22,P003,製品C,214,2000,428000,木,9,2022
2022-09-22,P004,製品D,277,2500,692500,木,9,2022
2022-09-22,P005,製品E,307,3000,921000,木,9,2022
2022-09-23,P001,製品A,89,1000,89000,金,9,2022
2022-09-23,P002,製品B,133,1500,199500,金,9,2022
2022-09-23,P003,製品C,211,2000,422000,金,9,2022
2022-09-23,P004,製品D,228,2500,570000,金,9,2022
2022-09-23,P005,製品E,304,3000,912000,金,9,2022
2022-09-24,P001,製品A,83,1000,83000,土,9,2022
2022-09-24,P002,製品B,94,1500,141000,土,9,2022
2022-09-24,P003,製品C,152,2000,304000,土,9,2022
2022-09-24,P004,製品D,163,2500,407500,土,9,2022
2022-09-24,P005,製品E,209,3000,627000,土,9,2022
2022-09-25,P001,製品A,56,1000,56000,日,9,2022
2022-09-25,P002,製品B,74,1500,111000,日,9,2022
2022-09-25,P003,製品C,89,2000,178000,日,9,2022
2022-09-25,P004,製品D,145,2500,362500,日,9,2022
2022-09-25,P005,製品E,164,3000,492000,日,9,2022
2022-09-26,P001,製品A,113,1000,113000,月,9,2022
2022-09-26,P002,製品B,140,1500,210000,月,9,2022
2022-09-26,P003,製品C,221,2000,442000,月,9,2022
2022-09-26,P004,製品D,297,2500,742500,月,9,2022
2022-09-26,P005,製品E,338,3000,1014000,月,9,2022
2022-09-27,P001,製品A,108,1000,108000,火,9,2022
2022-09-27,P002,製品B,133,1500,199500,火,9,2022
2022-09-27,P003,製品C,196,2000,392000,火,9,2022
2022-09-27,P004,製品D,260,2500,650000,火,9,2022
2022-09-27,P005,製品E,299,3000,897000,火,9,2022
2022-09-28,P001,製品A,105,1000,105000,水,9,2022
2022-09-28,P002,製品B,177,1500,265500,水,9,2022
2022-09-28,P003,製品C,184,2000,368000,水,9,2022
2022-09-28,P004,製品D,265,2500,662500,水,9,2022
2022-09-28,P005,製品E,292,3000,876000,水,9,2022
2022-09-29,P001,製品A,119,1000,119000,木,9,2022
2022-09-29,P002,製品B,162,1500,243000,木,9,2022
2022-09-29,P003,製品C,197,2000,394000,木,9,2022
2022-09-29,P004,製品D,296,2500,740000,木,9,2022
2022-09-29,P005,製品E,277,3000,831000,木,9,2022
2022-09-30,P001,製品A,101,1000,101000,金,9,2022
2022-09-30,P002,製品B,157,1500,235500,金,9,2022
2022-09-30,P003,製品C,230,2000,460000,金,9,2022
2022-09-30,P004,製品D,240,2500,600000,金,9,2022
2022-09-30,P005,製品E,345,3000,1035000,金,9,2022
2022-10-01,P001,製品A,60,1000,60000,土,10,2022
2022-10-01,P002,製品B,84,1500,126000,土,10,2022
2022-10-01,P003,製品C,127,2000,254000,土,10,2022
2022-10-01,P004,製品D,144,2500,360000,土,10,2022
2022-10-01,P005,製品E,201,3000,603000,土,10,2022
2022-10-02,P001,製品A,49,1000,49000,日,10,2022
2022-10-02,P002,製品B,73,1500,109500,日,10,2022
2022-10-02,P003,製品C,87,2000,174000,日,10,2022
2022-10-02,P004,製品D,98,2500,245000,日,10,2022
2022-10-02,P005,製品E,151,3000,453000,日,10,2022
2022-10-03,P001,製品A,96,1000,96000,月,10,2022
2022-10-03,P002,製品B,151,1500,226500,月,10,2022
2022-10-03,P003,製品C,193,2000,386000,月,10,2022
2022-10-03,P004,製品D,238,2500,595000,月,10,2022
2022-10-03,P005,製品E,232,3000,696000,月,10,2022
2022-10-04,P001,製品A,101,1000,101000,火,10,2022
2022-10-04,P002,製品B,116,1500,174000,火,10,2022
2022-10-04,P003,製品C,180,2000,360000,火,10,2022
2022-10-04,P004,製品D,238,2500,595000,火,10,2022
2022-10-04,P005,製品E,302,3000,906000,火,10,2022
2022-10-05,P001,製品A,97,1000,97000,水,10,2022
2022-10-05,P002,製品B,130,1500,195000,水,10,2022
2022-10-05,P003,製品C,157,2000,314000,水,10,2022
2022-10-05,P004,製品D,231,2500,577500,水,10,2022
2022-10-05,P005,製品E,303,3000,909000,水,10,2022
2022-10-06,P001,製品A,79,1000,79000,木,10,2022
2022-10-06,P002,製品B,138,1500,207000,木,10,2022
2022-10-06,P003,製品C,166,2000,332000,木,10,2022
2022-10-06,P004,製品D,229,2500,572500,木,10,2022
2022-10-06,P005,製品E,303,3000,909000,木,10,2022
2022-10-07,P001,製品A,90,1000,90000,金,10,2022
2022-10-07,P002,製品B,116,1500,174000,金,10,2022
2022-10-07,P003,製品C,178,2000,356000,金,10,2022
2022-10-07,P004,製品D,209,2500,522500,金,10,2022
2022-10-07,P005,製品E,298,3000,894000,金,10,2022
2022-10-08,P001,製品A,68,1000,68000,土,10,2022
2022-10-08,P002,製品B,101,1500,151500,土,10,2022
2022-10-08,P003,製品C,109,2000,218000,土,10,2022
2022-10-08,P004,製品D,134,2500,335000,土,10,2022
2022-10-08,P005,製品E,207,3000,621000,土,10,2022
2022-10-09,P001,製品A,43,1000,43000,日,10,2022
2022-10-09,P002,製品B,68,1500,102000,日,10,2022
2022-10-09,P003,製品C,88,2000,176000,日,10,2022
2022-10-09,P004,製品D,109,2500,272500,日,10,2022
2022-10-09,P005,製品E,117,3000,351000,日,10,2022
2022-10-10,P001,製品A,75,1000,75000,月,10,2022
2022-10-10,P002,製品B,150,1500,225000,月,10,2022
2022-10-10,P003,製品C,183,2000,366000,月,10,2022
2022-10-10,P004,製品D,241,2500,602500,月,10,2022
2022-10-10,P005,製品E,304,3000,912000,月,10,2022
2022-10-11,P001,製品A,100,1000,100000,火,10,2022
2022-10-11,P002,製品B,124,1500,186000,火,10,2022
2022-10-11,P003,製品C,173,2000,346000,火,10,2022
2022-10-11,P004,製品D,250,2500,625000,火,10,2022
2022-10-11,P005,製品E,275,3000,825000,火,10,2022
2022-10-12,P001,製品A,77,1000,77000,水,10,2022
2022-10-12,P002,製品B,127,1500,190500,水,10,2022
2022-10-12,P003,製品C,165,2000,330000,水,10,2022
2022-10-12,P004,製品D,188,2500,470000,水,10,2022
2022-10-12,P005,製品E,260,3000,780000,水,10,2022
2022-10-13,P001,製品A,97,1000,97000,木,10,2022
2022-10-13,P002,製品B,136,1500,204000,木,10,2022
2022-10-13,P003,製品C,200,2000,400000,木,10,2022
2022-10-13,P004,製品D,243,2500,607500,木,10,2022
2022-10-13,P005,製品E,244,3000,732000,木,10,2022
2022-10-14,P001,製品A,86,1000,86000,金,10,2022
2022-10-14,P002,製品B,136,1500,204000,金,10,2022
2022-10-14,P003,製品C,190,2000,380000,金,10,2022
2022-10-14,P004,製品D,209,2500,522500,金,10,2022
2022-10-14,P005,製品E,256,3000,768000,金,10,2022
2022-10-15,P001,製品A,63,1000,63000,土,10,2022
2022-10-15,P002,製品B,96,1500,144000,土,10,2022
2022-10-15,P003,製品C,109,2000,218000,土,10,2022
2022-10-15,P004,製品D,174,2500,435000,土,10,2022
2022-10-15,P005,製品E,185,3000,555000,土,10,2022
2022-10-16,P001,製品A,44,1000,44000,日,10,2022
2022-10-16,P002,製品B,63,1500,94500,日,10,2022
2022-10-16,P003,製品C,90,2000,180000,日,10,2022
2022-10-16,P004,製品D,105,2500,262500,日,10,2022
2022-10-16,P005,製品E,133,3000,399000,日,10,2022
2022-10-17,P001,製品A,101,1000,101000,月,10,2022
2022-10-17,P002,製品B,114,1500,171000,月,10,2022
2022-10-17,P003,製品C,167,2000,334000,月,10,2022
2022-10-17,P004,製品D,250,2500,625000,月,10,2022
2022-10-17,P005,製品E,271,3000,813000,月,10,2022
2022-10-18,P001,製品A,78,1000,78000,火,10,2022
2022-10-18,P002,製品B,123,1500,184500,火,10,2022
2022-10-18,P003,製品C,187,2000,374000,火,10,2022
2022-10-18,P004,製品D,238,2500,595000,火,10,2022
2022-10-18,P005,製品E,256,3000,768000,火,10,2022
2022-10-19,P001,製品A,92,1000,92000,水,10,2022
2022-10-19,P002,製品B,132,1500,198000,水,10,2022
2022-10-19,P003,製品C,181,2000,362000,水,10,2022
2022-10-19,P004,製品D,191,2500,477500,水,10,2022
2022-10-19,P005,製品E,277,3000,831000,水,10,2022
2022-10-20,P001,製品A,93,1000,93000,木,10,2022
2022-10-20,P002,製品B,134,1500,201000,木,10,2022
2022-10-20,P003,製品C,153,2000,306000,木,10,2022
2022-10-20,P004,製品D,250,2500,625000,木,10,2022
2022-10-20,P005,製品E,241,3000,723000,木,10,2022
2022-10-21,P001,製品A,87,1000,87000,金,10,2022
2022-10-21,P002,製品B,141,1500,211500,金,10,2022
2022-10-21,P003,製品C,189,2000,378000,金,10,2022
2022-10-21,P004,製品D,207,2500,517500,金,10,2022
2022-10-21,P005,製品E,246,3000,738000,金,10,2022
2022-10-22,P001,製品A,61,1000,61000,土,10,2022
2022-10-22,P002,製品B,85,1500,127500,土,10,2022
2022-10-22,P003,製品C,141,2000,282000,土,10,2022
2022-10-22,P004,製品D,164,2500,410000,土,10,2022
2022-10-22,P005,製品E,199,3000,597000,土,10,2022
2022-10-23,P001,製品A,39,1000,39000,日,10,2022
2022-10-23,P002,製品B,67,1500,100500,日,10,2022
2022-10-23,P003,製品C,80,2000,160000,日,10,2022
2022-10-23,P004,製品D,112,2500,280000,日,10,2022
2022-10-23,P005,製品E,132,3000,396000,日,10,2022
2022-10-24,P001,製品A,77,1000,77000,月,10,2022
2022-10-24,P002,製品B,121,1500,181500,月,10,2022
2022-10-24,P003,製品C,157,2000,314000,月,10,2022
2022-10-24,P004,製品D,217,2500,542500,月,10,2022
2022-10-24,P005,製品E,276,3000,828000,月,10,2022
